No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3403,HAIL,SPDR S&P Kensho Smart Mobility ETF,Financial,Exchange Traded Fund,USA,-,-,29.44,0.08%,"6,803"
3404,HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,USA,1.40B,22.45,15.85,0.83%,"558,899"
3405,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,34.09B,20.25,39.09,4.13%,"6,041,475"
3406,HALL,"Hallmark Financial Services, Inc.",Financial,Insurance - Property & Casualty,USA,8.60M,-,0.50,6.27%,"177,679"
3407,HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,USA,7.82B,38.58,57.49,-0.59%,"822,771"
3408,HAP,VanEck Natural Resources ETF,Financial,Exchange Traded Fund,USA,-,-,49.50,1.57%,"8,723"
3409,HAPP,Happiness Development Group Limited,Healthcare,Drug Manufacturers - Specialty & Generic,China,18.69M,-,4.08,-1.92%,"5,429"
3410,HARP,"Harpoon Therapeutics, Inc.",Healthcare,Biotechnology,USA,21.91M,-,0.64,-2.26%,"401,634"
3411,HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,USA,7.97B,19.51,58.21,0.88%,"1,146,297"
3412,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Real Estate,REIT - Specialty,USA,2.77B,22.80,30.23,-2.92%,"419,229"
3413,HAUZ,Xtrackers International Real Estate ETF,Financial,Exchange Traded Fund,USA,-,-,21.07,0.29%,"76,200"
3414,HAWX,iShares Currency Hedged MSCI ACWI ex U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,25.76,-0.31%,"123,418"
3415,HAYN,"Haynes International, Inc.",Industrials,Metal Fabrication,USA,578.86M,12.86,46.42,0.39%,"32,306"
3416,HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Equipment & Parts,USA,1.96B,9.79,9.38,1.08%,"1,148,713"
3417,HBAN,Huntington Bancshares Incorporated,Financial,Banks - Regional,USA,20.07B,10.93,14.05,1.01%,"9,062,814"
3418,HBANP,Huntington Bancshares Incorporated,Financial,Banks - Regional,USA,20.37B,23.17,18.03,0.11%,"100,745"
3419,HBB,Hamilton Beach Brands Holding Company,Technology,Consumer Electronics,USA,193.49M,6.35,13.93,-0.07%,"4,440"
3420,HBCP,"Home Bancorp, Inc.",Financial,Banks - Regional,USA,336.19M,10.02,40.80,0.49%,"2,253"
3422,HBIO,"Harvard Bioscience, Inc.",Healthcare,Medical Instruments & Supplies,USA,112.91M,-,2.73,0.74%,"156,022"
3423,HBM,Hudbay Minerals Inc.,Basic Materials,Copper,Canada,1.80B,12.86,5.17,2.78%,"964,761"
3424,HBNC,"Horizon Bancorp, Inc.",Financial,Banks - Regional,USA,664.66M,7.10,15.22,0.59%,"91,566"
3425,HBT,"HBT Financial, Inc.",Financial,Banks - Regional,USA,561.46M,9.96,19.57,0.20%,"13,299"
3426,HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,USA,68.18B,13.59,240.74,-0.17%,"592,219"
3427,HCAR,Healthcare Services Acquisition Corporation,Financial,Shell Companies,USA,334.51M,27.30,10.10,0.05%,"6,553"
3428,HCAT,"Health Catalyst, Inc.",Healthcare,Health Information Services,USA,569.38M,-,10.30,-0.96%,"257,876"
3429,HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,USA,1.92B,2.75,36.23,-2.56%,"289,907"
3430,HCCI,"Heritage-Crystal Clean, Inc",Industrials,Waste Management,USA,765.32M,10.10,32.17,1.64%,"66,260"
3431,HCDI,"Harbor Custom Development, Inc.",Real Estate,Real Estate - Development,USA,6.80M,-,0.47,0.68%,"29,851"
3432,HCDIP,"Harbor Custom Development, Inc.",Real Estate,Real Estate - Development,USA,6.79M,14.16,6.54,1.87%,"6,550"
3433,HCI,"HCI Group, Inc.",Financial,Insurance - Property & Casualty,USA,338.24M,-,39.56,2.38%,"119,281"
3434,HCIC,Hennessy Capital Investment Corp. V,Financial,Shell Companies,USA,346.73M,29.56,10.05,0.00%,"6,801"
3435,HCICU,Hennessy Capital Investment Corp. V,Financial,Shell Companies,USA,-,43.13,10.05,0.10%,395
3436,HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services,USA,632.53M,13.94,20.49,2.71%,"251,078"
3437,HCM,HUTCHMED (China) Limited,Healthcare,Drug Manufacturers - General,Hong Kong,2.58B,-,14.03,-3.04%,"123,080"
3438,HCMA,HCM Acquisition Corp,Financial,Shell Companies,USA,395.93M,33.31,10.26,0.59%,"41,036"
3439,HCP,"HashiCorp, Inc.",Technology,Software - Infrastructure,USA,5.03B,-,26.61,-0.56%,"1,051,332"
3440,HCSG,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,USA,896.46M,44.19,12.24,1.16%,"393,046"
3442,HCVI,Hennessy Capital Investment Corp. VI,Financial,Shell Companies,USA,447.76M,29.23,9.88,0.30%,"8,832"
3443,HCWB,HCW Biologics Inc.,Healthcare,Biotechnology,USA,71.71M,-,1.97,-1.50%,"16,600"
3444,HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,USA,322.19B,19.21,318.73,0.83%,"2,064,872"
3445,HDAW,Xtrackers MSCI All World ex US High Dividend Yield Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,22.06,-0.21%,309
3446,HDB,HDFC Bank Limited,Financial,Banks - Regional,India,108.47B,26.64,66.84,-1.79%,"1,399,168"
3447,HDEF,Xtrackers MSCI EAFE High Dividend Yield Equity ETF,Financial,Exchange Traded Fund,USA,-,-,21.93,0.55%,"178,245"
3448,HDG,ProShares Hedge Replication ETF,Financial,Exchange Traded Fund,USA,-,-,47.02,0.03%,"1,301"
3449,HDGE,AdvisorShares Ranger Equity Bear ETF,Financial,Exchange Traded Fund,USA,-,-,29.06,-0.68%,"64,229"
3450,HDLB,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN B,Financial,Exchange Traded Fund,USA,-,-,13.72,1.46%,"8,863"
3451,HDMV,First Trust Horizon Managed Volatility Developed International ETF,Financial,Exchange Traded Fund,USA,-,-,27.21,-0.23%,"41,777"
3452,HDRO,Defiance Next Gen H2 ETF,Financial,Exchange Traded Fund,USA,-,-,9.28,-0.85%,"12,517"
3453,HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals,USA,438.60M,4.48,10.00,2.77%,"312,351"
3454,HDV,iShares Core High Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,104.28,1.04%,"513,768"
3455,HE,"Hawaiian Electric Industries, Inc.",Utilities,Utilities - Regulated Electric,USA,4.51B,19.17,41.68,1.19%,"224,739"
3456,HEAR,Turtle Beach Corporation,Technology,Consumer Electronics,USA,115.13M,-,6.99,0.58%,"543,667"
3457,HEDJ,WisdomTree Europe Hedged Equity Fund,Financial,Exchange Traded Fund,USA,-,-,70.75,-0.07%,"25,008"
3458,HEEM,iShares Currency Hedged MSCI Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,23.07,-1.55%,"66,749"
3459,HEES,"H&E Equipment Services, Inc.",Industrials,Rental & Leasing Services,USA,1.61B,15.84,45.20,2.22%,"143,727"
3460,HEFA,iShares Currency Hedged MSCI EAFE ETF,Financial,Exchange Traded Fund,USA,-,-,27.31,-0.11%,"714,823"
3462,HEI,HEICO Corporation,Industrials,Aerospace & Defense,USA,18.20B,60.54,154.19,0.43%,"185,669"
3463,HEI-A,HEICO Corporation,Industrials,Aerospace & Defense,USA,18.28B,47.16,120.26,0.50%,"153,604"
3464,HELE,Helen of Troy Limited,Consumer Defensive,Household & Personal Products,USA,2.46B,14.73,103.69,1.12%,"394,650"
3465,HELX,Franklin Genomic Advancements ETF,Financial,Exchange Traded Fund,USA,-,-,30.18,-0.99%,1
3466,HEP,"Holly Energy Partners, L.P.",Energy,Oil & Gas Midstream,USA,2.27B,11.31,18.35,2.11%,"115,876"
3467,HEPA,"Hepion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,23.59M,-,0.30,-2.97%,"217,222"
3468,HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,Consumer Cyclical,Internet Retail,Turkey,226.10M,-,0.69,0.20%,"243,732"
3469,HEQ,John Hancock Hedged Equity & Income Fund,Financial,Closed-End Fund - Equity,USA,143.02M,8.12,11.70,0.69%,"10,797"
3470,HEQT,Simplify Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,23.32,0.21%,"13,062"
3471,HERA,FTAC Hera Acquisition Corp.,Financial,Shell Companies,USA,1.10B,46.12,10.10,0.20%,"284,835"
3472,HERO,Global X Video Games & Esports ETF,Financial,Exchange Traded Fund,USA,-,-,18.35,-0.76%,"75,077"
3473,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,41.71B,23.57,141.68,4.72%,"1,162,940"
3474,HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,USA,7.64B,14.55,29.66,2.35%,"229,207"
3475,HEWG,iShares Currency Hedged MSCI Germany ETF,Financial,Exchange Traded Fund,USA,-,-,27.18,-0.15%,"6,258"
3476,HEWJ,iShares Currency Hedged MSCI Japan ETF,Financial,Exchange Traded Fund,USA,-,-,26.67,0.11%,"113,986"
3477,HEWU,iShares Currency Hedged MSCI United Kingdom ETF,Financial,Exchange Traded Fund,USA,-,-,24.93,-0.94%,7
3478,HEXO,HEXO Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,63.10M,-,1.05,-1.87%,"527,679"
3479,HEZU,iShares Currency Hedged MSCI Eurozone ETF,Financial,Exchange Traded Fund,USA,-,-,28.08,-0.46%,"117,507"
3480,HFBL,"Home Federal Bancorp, Inc. of Louisiana",Financial,Banks - Regional,USA,55.86M,11.72,17.96,3.04%,16
3482,HFGO,Hartford Large Cap Growth ETF,Financial,Exchange Traded Fund,USA,-,-,11.82,0.29%,"98,142"
3483,HFND,Unlimited HFND Multi-Strategy Return Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,20.36,0.10%,"11,595"
3484,HFRO,Highland Funds I - Highland Income Fund,Financial,Asset Management,USA,704.96M,4.23,10.36,-2.63%,"408,205"
3485,HFWA,Heritage Financial Corporation,Financial,Banks - Regional,USA,1.08B,13.87,30.83,0.00%,"123,251"
3486,HFXI,IQ FTSE International Equity Currency Neutral ETF,Financial,Exchange Traded Fund,USA,-,-,21.59,0.68%,"22,945"
3487,HGBL,Heritage Global Inc.,Financial,Capital Markets,USA,84.89M,13.62,2.37,3.04%,"24,665"
3488,HGEN,"Humanigen, Inc.",Healthcare,Biotechnology,USA,11.99M,-,0.11,9.24%,"3,626,731"
3489,HGLB,Highland Global Allocation Fund,Financial,Asset Management,USA,207.23M,13.93,9.33,2.41%,"53,137"
3490,HGTY,"Hagerty, Inc.",Financial,Insurance - Property & Casualty,USA,2.67B,-,7.95,-0.63%,"100,746"
3491,HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos,USA,4.40B,13.57,38.95,1.75%,"457,531"
3492,HHC,The Howard Hughes Corporation,Real Estate,Real Estate - Diversified,USA,3.74B,15.89,77.24,2.99%,"161,660"
3493,HHGC,HHG Capital Corporation,Financial,Shell Companies,Singapore,51.43M,-,10.12,0.34%,49
3494,HHS,"Harte Hanks, Inc.",Communication Services,Advertising Agencies,USA,85.10M,6.00,11.50,-2.46%,"21,995"
3495,HI,"Hillenbrand, Inc.",Industrials,Specialty Industrial Machinery,USA,2.84B,14.22,41.18,-0.24%,"171,756"
3496,HIBB,"Hibbett, Inc.",Consumer Cyclical,Specialty Retail,USA,796.92M,8.30,65.97,5.35%,"227,570"
3497,HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,23.67,0.77%,"152,621"
3498,HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,7.75,-0.26%,"1,816,433"
3499,HIE,Miller/Howard High Income Equity Fund,Financial,Closed-End Fund - Equity,USA,193.82M,8.94,10.37,2.37%,"34,774"
3500,HIFS,Hingham Institution for Savings,Financial,Banks - Regional,USA,591.18M,14.42,276.25,0.26%,"3,713"
3502,HIGH,Simplify Exchange Traded Funds,Financial,Exchange Traded Fund,USA,-,-,25.00,0.39%,278
3503,HIHO,Highway Holdings Limited,Industrials,Metal Fabrication,Hong Kong,9.20M,14.47,2.20,-3.93%,"24,779"
3504,HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,USA,9.14B,16.02,230.07,0.45%,"146,773"
3505,HIII,Hudson Executive Investment Corp. III,Financial,Shell Companies,USA,604.80M,48.00,10.08,-0.10%,"130,003"
3506,HIIIU,Hudson Executive Investment Corp. III,Financial,Shell Companies,USA,-,40.65,10.08,0.10%,"35,232"
3507,HIL,"Hill International, Inc.",Industrials,Engineering & Construction,USA,192.98M,-,3.40,0.59%,"128,887"
3508,HILS,"Hillstream BioPharma, Inc.",Healthcare,Biotechnology,USA,4.20M,-,0.36,0.03%,"30,282"
3509,HIMS,"Hims & Hers Health, Inc.",Consumer Defensive,Household & Personal Products,USA,1.35B,-,6.43,-1.23%,"943,406"
3510,HIMX,"Himax Technologies, Inc.",Technology,Semiconductors,Taiwan,1.18B,2.82,6.72,-1.03%,"570,084"
3511,HIO,Western Asset High Income Opportunity Fund Inc.,Financial,Closed-End Fund - Debt,USA,364.23M,-,3.83,0.52%,"428,602"
3512,HIPO,Hippo Holdings Inc.,Financial,Insurance - Specialty,USA,286.41M,-,12.09,-2.66%,"120,188"
3513,HIPS,GraniteShares HIPS US High Income ETF,Financial,Exchange Traded Fund,USA,-,-,12.28,1.05%,"3,313"
3514,HISF,First Trust High Income Strategic Focus ETF,Financial,Exchange Traded Fund,USA,-,-,44.25,-0.47%,"3,301"
3515,HITI,High Tide Inc.,Healthcare,Pharmaceutical Retailers,Canada,143.50M,-,1.43,-2.05%,"160,599"
3516,HIVE,HIVE Blockchain Technologies Ltd.,Financial,Capital Markets,Canada,182.71M,0.56,1.59,-1.24%,"582,041"
3517,HIW,"Highwoods Properties, Inc.",Real Estate,REIT - Office,USA,2.91B,11.47,27.78,0.40%,"432,619"
3518,HIX,Western Asset High Income Fund II Inc.,Financial,Closed-End Fund - Debt,USA,330.80M,6.70,5.09,0.39%,"167,764"
3519,HJEN,Direxion Hydrogen ETF,Financial,Exchange Traded Fund,USA,-,-,13.57,0.53%,"12,914"
3520,HKD,AMTD Digital Inc.,Technology,Software - Application,Hong Kong,2.34B,84.47,12.67,-1.86%,"143,267"
3522,HLAL,Wahed FTSE USA Shariah ETF,Financial,Exchange Traded Fund,USA,-,-,35.35,0.37%,"13,212"
3523,HLBZ,"Helbiz, Inc.",Consumer Cyclical,Recreational Vehicles,USA,21.30M,-,0.15,-7.60%,"7,244,494"
3524,HLF,Herbalife Nutrition Ltd.,Consumer Defensive,Packaged Foods,USA,1.41B,4.75,14.45,0.00%,"965,342"
3525,HLGN,"Heliogen, Inc.",Utilities,Utilities - Renewable,USA,91.63M,-,0.55,14.97%,"2,501,107"
3526,HLI,"Houlihan Lokey, Inc.",Financial,Capital Markets,USA,6.10B,16.48,89.15,0.38%,"193,477"
3527,HLIO,"Helios Technologies, Inc.",Industrials,Specialty Industrial Machinery,USA,1.77B,17.12,54.79,0.92%,"84,152"
3528,HLIT,Harmonic Inc.,Technology,Communication Equipment,USA,1.40B,35.91,13.00,-2.40%,"1,002,851"
3529,HLLY,Holley Inc.,Consumer Cyclical,Auto Parts,USA,248.31M,3.35,2.04,-2.86%,"446,889"
3530,HLMN,Hillman Solutions Corp.,Industrials,Tools & Accessories,USA,1.34B,324.76,6.82,-0.87%,"547,680"
3531,HLN,Haleon plc,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,36.14B,20.46,8.00,1.27%,"4,456,627"
3532,HLNE,Hamilton Lane Incorporated,Financial,Asset Management,USA,3.54B,17.85,65.54,-0.35%,"155,974"
3533,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,USA,34.06B,32.85,126.43,0.39%,"1,005,241"
3534,HLTH,Cue Health Inc.,Healthcare,Health Information Services,USA,360.09M,-,2.18,-9.54%,"358,434"
3535,HLX,"Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services,USA,1.01B,-,7.08,6.31%,"1,487,624"
3536,HMC,"Honda Motor Co., Ltd.",Consumer Cyclical,Auto Manufacturers,Japan,42.21B,7.98,23.12,0.78%,"1,106,115"
3537,HMN,Horace Mann Educators Corporation,Financial,Insurance - Property & Casualty,USA,1.54B,28.33,37.94,0.53%,"91,759"
3538,HMNF,"HMN Financial, Inc.",Financial,Banks - Regional,USA,95.35M,12.34,21.33,0.19%,"4,370"
3539,HMOP,Hartford Municipal Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,37.75,-0.03%,"78,882"
3540,HMPT,Home Point Capital Inc.,Financial,Mortgage Finance,USA,182.69M,-,1.28,-3.03%,"16,110"
3542,HMY,Harmony Gold Mining Company Limited,Basic Materials,Gold,South Africa,2.12B,-,3.40,-1.73%,"3,718,893"
3543,HNDL,Strategy Shares Nasdaq 7 Handl Index ETF,Financial,Exchange Traded Fund,USA,-,-,19.84,0.71%,"174,793"
3544,HNI,HNI Corporation,Industrials,Business Equipment & Supplies,USA,1.15B,10.27,28.16,1.48%,"145,943"
3545,HNNA,"Hennessy Advisors, Inc.",Financial,Asset Management,USA,63.20M,10.21,8.36,0.12%,"4,179"
3546,HNRG,Hallador Energy Company,Energy,Thermal Coal,USA,322.95M,-,11.30,15.42%,"757,693"
3547,HNST,"The Honest Company, Inc. Common Stock",Consumer Cyclical,Specialty Retail,USA,275.20M,-,2.97,0.00%,"474,061"
3548,HNW,"Pioneer Diversified High Income Fund, Inc.",Financial,Asset Management,USA,84.49M,3.76,10.14,0.60%,"17,961"
3549,HOFT,Hooker Furnishings Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,200.19M,22.42,17.89,1.30%,"29,284"
3550,HOFV,Hall of Fame Resort & Entertainment Company,Communication Services,Entertainment,USA,63.87M,-,0.42,-19.30%,"2,903,720"
3551,HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,USA,6.03B,8.59,41.42,0.39%,"1,089,288"
3552,HOLD,AdvisorShares North Square McKee Core Reserves ETF,Financial,Exchange Traded Fund,USA,-,-,97.25,-0.38%,6
3553,HOLI,Hollysys Automation Technologies Ltd.,Industrials,Electrical Equipment & Parts,China,975.31M,10.86,15.90,1.02%,"96,980"
3554,HOLO,MicroCloud Hologram Inc.,Technology,Electronic Components,China,127.30M,23.36,2.50,-0.20%,"6,326"
3555,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,18.53B,14.75,75.51,0.19%,"1,017,689"
3556,HOMB,"Home Bancshares, Inc. (Conway, AR)",Financial,Banks - Regional,USA,4.62B,15.76,22.83,0.88%,"611,865"
3557,HOMZ,The Hoya Capital Housing ETF,Financial,Exchange Traded Fund,USA,-,-,31.90,0.53%,"12,065"
3558,HON,Honeywell International Inc.,Industrials,Specialty Industrial Machinery,USA,142.74B,27.36,213.87,0.73%,"1,300,657"
3559,HONE,"HarborOne Bancorp, Inc.",Financial,Banks - Regional,USA,686.76M,13.90,14.05,0.64%,"48,081"
3560,HOOD,"Robinhood Markets, Inc.",Technology,Software - Infrastructure,USA,7.09B,-,7.95,-0.50%,"5,243,930"
3562,HOPE,"Hope Bancorp, Inc.",Financial,Banks - Regional,USA,1.53B,7.14,12.91,0.86%,"350,431"
3563,HOTH,"Hoth Therapeutics, Inc.",Healthcare,Biotechnology,USA,4.30M,-,3.26,-1.51%,"41,714"
3564,HOUR,"Hour Loop, Inc.",Consumer Cyclical,Internet Retail,USA,102.99M,56.60,3.00,2.04%,"3,174"
3565,HOUS,Anywhere Real Estate Inc.,Real Estate,Real Estate Services,USA,695.20M,3.48,6.32,-0.47%,"966,227"
3566,HOV,"Hovnanian Enterprises, Inc.",Consumer Cyclical,Residential Construction,USA,306.19M,1.62,46.89,0.75%,"54,607"
3567,HOVNP,"Hovnanian Enterprises, Inc. PFD DEP1/1000A",Consumer Cyclical,Residential Construction,USA,309.39M,-,18.91,-0.47%,576
3568,HOWL,"Werewolf Therapeutics, Inc.",Healthcare,Biotechnology,USA,54.39M,-,1.89,6.78%,"159,094"
3569,HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,USA,4.91B,1041.28,48.94,5.00%,"483,601"
3570,HPCO,"Hempacco Co., Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,20.24M,-,0.87,-1.14%,"21,323"
3571,HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,USA,20.14B,24.23,15.75,0.25%,"8,328,848"
3572,HPF,John Hancock Preferred Income Fund II,Financial,Closed-End Fund - Debt,USA,337.81M,9.39,15.77,1.02%,"22,256"
3573,HPI,John Hancock Preferred Income Fund,Financial,Closed-End Fund - Debt,USA,422.77M,10.10,16.06,2.10%,"61,400"
3574,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,2.39B,12.97,22.11,4.64%,"241,616"
3575,HPLT,Home Plate Acquisition Corp.,Financial,Shell Companies,USA,249.50M,18.41,9.98,-0.20%,"5,241"
3576,HPP,"Hudson Pacific Properties, Inc.",Real Estate,REIT - Office,USA,1.37B,-,9.74,0.41%,"1,151,322"
3577,HPQ,HP Inc.,Technology,Computer Hardware,USA,26.18B,8.88,26.76,0.38%,"4,085,078"
3578,HPS,John Hancock Preferred Income Fund III,Financial,Closed-End Fund - Debt,USA,453.55M,9.58,14.28,0.00%,"56,826"
3579,HQH,Tekla Healthcare Investors,Financial,Closed-End Fund - Equity,USA,855.04M,-,18.45,-1.13%,"117,024"
3580,HQI,"HireQuest, Inc.",Industrials,Staffing & Employment Services,USA,239.48M,19.91,16.96,-1.68%,"34,746"
3582,HQY,"HealthEquity, Inc.",Healthcare,Health Information Services,USA,5.15B,-,61.62,1.30%,"502,157"
3583,HR,Healthcare Realty Trust Incorporated,Real Estate,REIT - Healthcare Facilities,USA,7.09B,39.19,18.81,1.02%,"1,431,137"
3584,HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,USA,6.11B,12.08,39.15,-0.36%,"709,714"
3585,HRI,Herc Holdings Inc.,Industrials,Rental & Leasing Services,USA,3.72B,12.92,129.54,2.00%,"63,310"
3586,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,USA,24.81B,25.07,45.63,0.48%,"1,315,595"
3587,HRMY,"Harmony Biosciences Holdings, Inc.",Healthcare,Biotechnology,USA,3.40B,22.21,56.70,-0.96%,"217,235"
3588,HROW,"Harrow Health, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,397.31M,-,14.21,5.34%,"391,321"
3589,HRT,HireRight Holdings Corporation,Industrials,Staffing & Employment Services,USA,911.74M,7.90,11.56,0.78%,"199,269"
3590,HRTG,"Heritage Insurance Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,51.50M,-,1.85,-7.04%,"73,520"
3591,HRTX,"Heron Therapeutics, Inc.",Healthcare,Biotechnology,USA,311.51M,-,2.57,-1.91%,"1,549,660"
3592,HRZN,Horizon Technology Finance Corporation,Financial,Asset Management,USA,306.52M,14.33,11.61,-0.17%,"109,679"
3593,HSAQ,Health Sciences Acquisitions Corporation 2,Financial,Shell Companies,USA,111.76M,-,9.97,-0.10%,"1,235"
3594,HSBC,HSBC Holdings plc,Financial,Banks - Diversified,United Kingdom,123.61B,10.22,30.94,0.52%,"1,014,955"
3595,HSC,Harsco Corporation,Industrials,Specialty Industrial Machinery,USA,486.42M,-,6.13,0.16%,"438,396"
3596,HSCS,"Heart Test Laboratories, Inc.",Healthcare,Medical Devices,USA,7.30M,-,0.89,-0.01%,"18,946"
3597,HSCZ,iShares Currency Hedged MSCI EAFE Small-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,25.92,0.46%,"26,994"
3598,HSDT,"Helius Medical Technologies, Inc.",Healthcare,Medical Devices,USA,6.71M,-,0.22,-5.93%,"188,292"
3599,HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,USA,10.92B,17.55,80.64,0.12%,"440,356"
3600,HSII,"Heidrick & Struggles International, Inc.",Industrials,Staffing & Employment Services,USA,550.75M,7.62,28.36,2.27%,"40,035"
3602,HSON,"Hudson Global, Inc.",Industrials,Staffing & Employment Services,USA,64.74M,8.06,23.54,1.60%,"8,785"
3603,HSPOU,Horizon Space Acquisition I Cor,Financial,Shell Companies,USA,63.84M,-,10.06,-0.10%,"267,176"
3604,HSRT,Hartford Short Duration ETF,Financial,Exchange Traded Fund,USA,-,-,37.93,0.04%,"1,102"
3605,HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,USA,11.48B,14.52,16.34,1.81%,"4,701,220"
3606,HSTM,"HealthStream, Inc.",Healthcare,Health Information Services,USA,753.25M,81.46,24.60,-0.16%,"51,700"
3607,HSTO,Histogen Inc.,Healthcare,Biotechnology,USA,3.90M,-,0.88,-4.85%,"26,434"
